NAME,data_type,type,year,percent,Vot
Michigan,Exemption,Non-Medical Exemption,2022,4.3,NA
Michigan,Exemption,Non-Medical Exemption,2016,3.4,NA
Michigan,Exemption,Non-Medical Exemption,2014,5.4,NA
Michigan,Exemption,Non-Medical Exemption,2015,5,NA
Michigan,Exemption,Non-Medical Exemption,2010,3.8,NA
Michigan,Exemption,Non-Medical Exemption,2011,NA,NA
Michigan,Exemption,Non-Medical Exemption,2012,4.9,NA
Michigan,Exemption,Non-Medical Exemption,2013,5.3,NA
Michigan,Exemption,Medical Exemption,2010,0.7,NA
Michigan,Exemption,Medical Exemption,2011,NA,NA
Michigan,Exemption,Medical Exemption,2012,0.6,NA
Michigan,Exemption,Medical Exemption,2013,0.6,NA
Michigan,Exemption,Medical Exemption,2014,0.5,NA
South Dakota,Exemption,Non-Medical Exemption,2017,1.8,NA
South Dakota,Exemption,Non-Medical Exemption,2018,2,NA
South Dakota,Exemption,Non-Medical Exemption,2019,2.4,NA
South Dakota,Exemption,Non-Medical Exemption,2020,2.6,NA
South Dakota,Exemption,Non-Medical Exemption,2021,3.2,NA
South Dakota,Exemption,Non-Medical Exemption,2016,1.4,NA
South Dakota,Exemption,Non-Medical Exemption,2015,1.5,NA
South Dakota,Exemption,Non-Medical Exemption,2014,1.6,NA
South Dakota,Exemption,Non-Medical Exemption,2013,1.5,NA
South Dakota,Exemption,Non-Medical Exemption,2012,1,NA
South Dakota,Exemption,Non-Medical Exemption,2011,NA,NA
South Dakota,Exemption,Non-Medical Exemption,2010,0.7,NA
South Dakota,Exemption,Medical Exemption,2018,0.2,NA
South Dakota,Exemption,Medical Exemption,2017,0.2,NA
South Dakota,Exemption,Medical Exemption,2016,0.2,NA
South Dakota,Exemption,Medical Exemption,2015,0.2,NA
South Dakota,Exemption,Medical Exemption,2021,0.1,NA
South Dakota,Exemption,Medical Exemption,2020,0.1,NA
South Dakota,Exemption,Medical Exemption,2019,0.2,NA
South Dakota,Exemption,Medical Exemption,2014,0.2,NA
South Dakota,Exemption,Medical Exemption,2013,0.3,NA
South Dakota,Exemption,Medical Exemption,2011,NA,NA
South Dakota,Exemption,Medical Exemption,2012,0.2,NA
South Dakota,Exemption,Medical Exemption,2022,0.1,NA
South Dakota,Exemption,Any Exemption,2022,3.5,NA
South Dakota,Exemption,Any Exemption,2010,1.1,NA
South Dakota,Exemption,Non-Medical Exemption,2022,3.4,NA
South Dakota,Exemption,Any Exemption,2018,2.2,NA
South Dakota,Exemption,Any Exemption,2017,2,NA
South Dakota,Exemption,Any Exemption,2020,2.7,NA
South Dakota,Exemption,Any Exemption,2021,3.4,NA
South Dakota,Exemption,Medical Exemption,2010,0.3,NA
South Dakota,Exemption,Medical Exemption,2025,0.1,NA
South Dakota,Exemption,Non-Medical Exemption,2025,6.7,NA
South Dakota,Exemption,Any Exemption,2025,6.8,NA
South Dakota,Exemption,Any Exemption,2016,1.6,NA
South Dakota,Exemption,Any Exemption,2015,1.7,NA
South Dakota,Exemption,Any Exemption,2014,1.8,NA
South Dakota,Exemption,Any Exemption,2013,1.8,NA
South Dakota,Exemption,Any Exemption,2011,NA,NA
South Dakota,Exemption,Any Exemption,2012,1.2,NA
South Dakota,Exemption,Medical Exemption,2024,0.2,NA
South Dakota,Exemption,Non-Medical Exemption,2024,5.4,NA
South Dakota,Exemption,Any Exemption,2024,5.7,NA
South Dakota,Exemption,Any Exemption,2019,2.6,NA
South Dakota,Exemption,Any Exemption,2023,4.1,NA
South Dakota,Exemption,Medical Exemption,2023,0.1,NA
South Dakota,Exemption,Non-Medical Exemption,2023,4,NA
Kentucky,Exemption,Any Exemption,2023,1.7,NA
Kentucky,Exemption,Medical Exemption,2023,0.2,NA
Kentucky,Exemption,Non-Medical Exemption,2023,1.6,NA
Nebraska,Exemption,Any Exemption,2018,2.2,NA
Nebraska,Exemption,Any Exemption,2017,2,NA
Nebraska,Exemption,Any Exemption,2010,3.8,NA
Nebraska,Exemption,Non-Medical Exemption,2022,2.2,NA
Nebraska,Exemption,Any Exemption,2016,2,NA
Nebraska,Exemption,Any Exemption,2015,1.6,NA
Nebraska,Exemption,Any Exemption,2014,1.7,NA
Nebraska,Exemption,Any Exemption,2013,1.7,NA
Nebraska,Exemption,Any Exemption,2022,2.5,NA
Nebraska,Exemption,Non-Medical Exemption,2020,1.8,NA
Nebraska,Exemption,Non-Medical Exemption,2021,1.6,NA
Nebraska,Exemption,Non-Medical Exemption,2019,1.6,NA
Nebraska,Exemption,Non-Medical Exemption,2018,1.5,NA
Nebraska,Exemption,Non-Medical Exemption,2017,1.4,NA
Nebraska,Exemption,Medical Exemption,2022,0.3,NA
Nebraska,Exemption,Non-Medical Exemption,2014,1.1,NA
Nebraska,Exemption,Non-Medical Exemption,2012,1,NA
Nebraska,Exemption,Non-Medical Exemption,2011,NA,NA
Nebraska,Exemption,Non-Medical Exemption,2010,2.8,NA
Nebraska,Exemption,Non-Medical Exemption,2015,1.1,NA
Nebraska,Exemption,Non-Medical Exemption,2013,1.1,NA
Nebraska,Exemption,Non-Medical Exemption,2016,1.4,NA
Nebraska,Exemption,Any Exemption,2019,2.1,NA
Nebraska,Exemption,Any Exemption,2021,2.2,NA
Nebraska,Exemption,Any Exemption,2020,2.2,NA
Nebraska,Exemption,Medical Exemption,2014,0.6,NA
Nebraska,Exemption,Medical Exemption,2013,0.6,NA
Nebraska,Exemption,Medical Exemption,2012,0.5,NA
Nebraska,Exemption,Medical Exemption,2011,NA,NA
Nebraska,Exemption,Any Exemption,2011,NA,NA
Nebraska,Exemption,Any Exemption,2012,1.5,NA
Nebraska,Exemption,Medical Exemption,2010,1,NA
Nebraska,Exemption,Medical Exemption,2021,0.6,NA
Nebraska,Exemption,Medical Exemption,2019,0.5,NA
Nebraska,Exemption,Medical Exemption,2020,0.4,NA
Nebraska,Exemption,Medical Exemption,2018,0.7,NA
Nebraska,Exemption,Medical Exemption,2017,0.7,NA
Nebraska,Exemption,Medical Exemption,2016,0.6,NA
Nebraska,Exemption,Medical Exemption,2015,0.6,NA
Nebraska,Exemption,Medical Exemption,2025,0.5,NA
Nebraska,Exemption,Any Exemption,2025,4,NA
Nebraska,Exemption,Non-Medical Exemption,2025,3.5,NA
Nebraska,Exemption,Medical Exemption,2024,0.7,NA
Nebraska,Exemption,Non-Medical Exemption,2024,2.8,NA
Nebraska,Exemption,Any Exemption,2024,3.5,NA
New Hampshire,Exemption,Medical Exemption,2022,0.2,NA
New Hampshire,Exemption,Medical Exemption,2010,NA,NA
New Hampshire,Exemption,Medical Exemption,2014,0.4,NA
New Hampshire,Exemption,Medical Exemption,2013,0.2,NA
New Hampshire,Exemption,Medical Exemption,2012,0.3,NA
New Hampshire,Exemption,Medical Exemption,2011,NA,NA
New Hampshire,Exemption,Medical Exemption,2018,0.2,NA
New Hampshire,Exemption,Medical Exemption,2017,0.2,NA
New Hampshire,Exemption,Medical Exemption,2016,0.2,NA
New Hampshire,Exemption,Medical Exemption,2015,0.2,NA
New Hampshire,Exemption,Non-Medical Exemption,2020,2.9,NA
New Hampshire,Exemption,Non-Medical Exemption,2021,2.6,NA
New Hampshire,Exemption,Non-Medical Exemption,2019,3.1,NA
New Hampshire,Exemption,Non-Medical Exemption,2018,2.7,NA
New Hampshire,Exemption,Non-Medical Exemption,2017,3,NA
New Hampshire,Exemption,Non-Medical Exemption,2013,2.3,NA
New Hampshire,Exemption,Non-Medical Exemption,2012,1.9,NA
New Hampshire,Exemption,Non-Medical Exemption,2011,NA,NA
New Hampshire,Exemption,Non-Medical Exemption,2010,NA,NA
New Hampshire,Exemption,Non-Medical Exemption,2015,2.7,NA
New Hampshire,Exemption,Non-Medical Exemption,2014,2.5,NA
New Hampshire,Exemption,Non-Medical Exemption,2016,2.4,NA
New Hampshire,Exemption,Any Exemption,2022,3.4,NA
New Hampshire,Exemption,Any Exemption,2010,NA,NA
New Hampshire,Exemption,Non-Medical Exemption,2022,3.2,NA
New Hampshire,Exemption,Any Exemption,2016,2.6,NA
New Hampshire,Exemption,Any Exemption,2015,2.9,NA
New Hampshire,Exemption,Any Exemption,2014,2.8,NA
New Hampshire,Exemption,Any Exemption,2013,2.5,NA
New Hampshire,Exemption,Any Exemption,2018,2.9,NA
New Hampshire,Exemption,Any Exemption,2017,3.2,NA
New Hampshire,Exemption,Any Exemption,2011,NA,NA
New Hampshire,Exemption,Any Exemption,2012,2.2,NA
New Hampshire,Exemption,Any Exemption,2019,3.3,NA
New Hampshire,Exemption,Any Exemption,2021,2.8,NA
New Hampshire,Exemption,Any Exemption,2020,3.1,NA
New Hampshire,Exemption,Medical Exemption,2021,0.2,NA
New Hampshire,Exemption,Medical Exemption,2019,0.2,NA
New Hampshire,Exemption,Medical Exemption,2020,0.2,NA
New Hampshire,Exemption,Medical Exemption,2025,0.2,NA
New Hampshire,Exemption,Any Exemption,2025,4.1,NA
New Hampshire,Exemption,Non-Medical Exemption,2025,3.9,NA
New Hampshire,Exemption,Medical Exemption,2024,0.3,NA
New Hampshire,Exemption,Non-Medical Exemption,2024,3.9,NA
New Hampshire,Exemption,Any Exemption,2024,4.1,NA
Alabama,Exemption,Non-Medical Exemption,2023,1.9,NA
Alabama,Exemption,Any Exemption,2023,2,NA
Alabama,Exemption,Medical Exemption,2023,0.1,NA
Alabama,Exemption,Any Exemption,2019,0.8,NA
Alabama,Exemption,Medical Exemption,2022,0.2,NA
Alabama,Exemption,Medical Exemption,2010,0.1,NA
Alabama,Exemption,Medical Exemption,2011,NA,NA
Alabama,Exemption,Medical Exemption,2012,0.1,NA
Alabama,Exemption,Medical Exemption,2013,0.1,NA
Alabama,Exemption,Medical Exemption,2014,0.1,NA
Alabama,Exemption,Medical Exemption,2015,0.1,NA
Alabama,Exemption,Medical Exemption,2016,0.1,NA
Alabama,Exemption,Medical Exemption,2017,0.1,NA
Alabama,Exemption,Medical Exemption,2018,0.1,NA
Alabama,Exemption,Medical Exemption,2019,0.1,NA
Alabama,Exemption,Medical Exemption,2020,0.1,NA
Alabama,Exemption,Medical Exemption,2021,0.1,NA
Alabama,Exemption,Any Exemption,2011,NA,NA
Alabama,Exemption,Non-Medical Exemption,2017,0.6,NA
Alabama,Exemption,Non-Medical Exemption,2018,0.8,NA
Alabama,Exemption,Non-Medical Exemption,2019,0.9,NA
Alabama,Exemption,Non-Medical Exemption,2020,1.1,NA
Alabama,Exemption,Non-Medical Exemption,2021,1.1,NA
Alabama,Exemption,Any Exemption,2012,0.6,NA
Alabama,Exemption,Any Exemption,2013,0.7,NA
Alabama,Exemption,Any Exemption,2014,0.7,NA
Alabama,Exemption,Any Exemption,2015,0.8,NA
Alabama,Exemption,Any Exemption,2016,0.8,NA
Alabama,Exemption,Any Exemption,2017,0.7,NA
Alabama,Exemption,Any Exemption,2018,0.9,NA
Alabama,Exemption,Non-Medical Exemption,2010,0.4,NA
Alabama,Exemption,Non-Medical Exemption,2011,NA,NA
Alabama,Exemption,Non-Medical Exemption,2012,0.5,NA
Alabama,Exemption,Non-Medical Exemption,2013,0.6,NA
Alabama,Exemption,Non-Medical Exemption,2014,0.6,NA
Alabama,Exemption,Non-Medical Exemption,2015,0.7,NA
Alabama,Exemption,Non-Medical Exemption,2016,0.7,NA
Alabama,Exemption,Any Exemption,2022,1.7,NA
Alabama,Exemption,Any Exemption,2020,1.2,NA
Alabama,Exemption,Any Exemption,2021,1.3,NA
Alabama,Exemption,Non-Medical Exemption,2022,1.5,NA
Alabama,Exemption,Any Exemption,2010,0.5,NA
Alabama,Exemption,Medical Exemption,2024,0.1,NA
Alabama,Exemption,Non-Medical Exemption,2024,2.1,NA
Alabama,Exemption,Any Exemption,2024,2.2,NA
Alabama,Exemption,Medical Exemption,2025,0.1,NA
Alabama,Exemption,Non-Medical Exemption,2025,2.2,NA
Alabama,Exemption,Any Exemption,2025,2.3,NA
Arkansas,Exemption,Any Exemption,2024,3.5,NA
Arkansas,Exemption,Non-Medical Exemption,2024,3.4,NA
Arkansas,Exemption,Medical Exemption,2024,0.1,NA
Arkansas,Exemption,Any Exemption,2025,3.6,NA
Arkansas,Exemption,Non-Medical Exemption,2025,3.5,NA
Arkansas,Exemption,Medical Exemption,2025,0.1,NA
Mississippi,Exemption,Medical Exemption,2011,NA,NA
Mississippi,Exemption,Medical Exemption,2012,0.1,NA
Mississippi,Exemption,Medical Exemption,2013,0.1,NA
Mississippi,Exemption,Medical Exemption,2014,0.1,NA
Mississippi,Exemption,Medical Exemption,2010,0.1,NA
Mississippi,Exemption,Any Exemption,2017,0.1,NA
Mississippi,Exemption,Any Exemption,2018,0.1,NA
Mississippi,Exemption,Any Exemption,2019,0.1,NA
Mississippi,Exemption,Any Exemption,2020,0.2,NA
Mississippi,Exemption,Any Exemption,2021,0.1,NA
Mississippi,Exemption,Any Exemption,2011,NA,NA
Mississippi,Exemption,Any Exemption,2013,0.1,NA
Mississippi,Exemption,Any Exemption,2014,0.1,NA
Mississippi,Exemption,Any Exemption,2015,0.1,NA
Mississippi,Exemption,Any Exemption,2016,0.1,NA
Mississippi,Exemption,Any Exemption,2010,0.1,NA
Mississippi,Exemption,Medical Exemption,2020,0.2,NA
Mississippi,Exemption,Medical Exemption,2019,0.1,NA
Mississippi,Exemption,Any Exemption,2012,0.1,NA
Mississippi,Exemption,Medical Exemption,2021,0.1,NA
Mississippi,Exemption,Medical Exemption,2015,0.1,NA
Mississippi,Exemption,Medical Exemption,2016,0.1,NA
Mississippi,Exemption,Medical Exemption,2017,0.1,NA
Mississippi,Exemption,Medical Exemption,2018,0.1,NA
Mississippi,Exemption,Any Exemption,2022,0.1,NA
Mississippi,Exemption,Non-Medical Exemption,2017,NA,NA
Mississippi,Exemption,Non-Medical Exemption,2018,NA,NA
Mississippi,Exemption,Non-Medical Exemption,2019,NA,NA
Mississippi,Exemption,Non-Medical Exemption,2020,NA,NA
Mississippi,Exemption,Non-Medical Exemption,2016,NA,NA
Mississippi,Exemption,Non-Medical Exemption,2013,NA,NA
Mississippi,Exemption,Non-Medical Exemption,2015,NA,NA
Mississippi,Exemption,Non-Medical Exemption,2010,NA,NA
Mississippi,Exemption,Non-Medical Exemption,2011,NA,NA
Mississippi,Exemption,Non-Medical Exemption,2012,NA,NA
Mississippi,Exemption,Non-Medical Exemption,2014,NA,NA
Mississippi,Exemption,Medical Exemption,2022,0.1,NA
Mississippi,Exemption,Medical Exemption,2024,0.1,NA
Mississippi,Exemption,Non-Medical Exemption,2024,0.5,NA
Mississippi,Exemption,Any Exemption,2024,0.7,NA
Mississippi,Exemption,Medical Exemption,2025,0.1,NA
Mississippi,Exemption,Any Exemption,2025,1.2,NA
Mississippi,Exemption,Non-Medical Exemption,2025,1.1,NA
New Jersey,Exemption,Any Exemption,2023,3.2,NA
New Jersey,Exemption,Non-Medical Exemption,2023,3,NA
New Jersey,Exemption,Medical Exemption,2023,0.1,NA
New Jersey,Exemption,Medical Exemption,2020,0.2,NA
New Jersey,Exemption,Medical Exemption,2019,0.2,NA
New Jersey,Exemption,Medical Exemption,2021,0.1,NA
New Jersey,Exemption,Medical Exemption,2011,NA,NA
New Jersey,Exemption,Medical Exemption,2012,0.2,NA
New Jersey,Exemption,Medical Exemption,2013,0.2,NA
New Jersey,Exemption,Medical Exemption,2014,0.2,NA
New Jersey,Exemption,Medical Exemption,2010,0.1,NA
New Jersey,Exemption,Medical Exemption,2015,0.2,NA
New Jersey,Exemption,Medical Exemption,2016,0.2,NA
New Jersey,Exemption,Medical Exemption,2017,0.2,NA
New Jersey,Exemption,Medical Exemption,2018,0.2,NA
New Jersey,Exemption,Any Exemption,2020,2.6,NA
New Jersey,Exemption,Any Exemption,2021,2.2,NA
New Jersey,Exemption,Any Exemption,2019,2.5,NA
New Jersey,Exemption,Any Exemption,2022,2.6,NA
New Jersey,Exemption,Any Exemption,2013,1.4,NA
New Jersey,Exemption,Any Exemption,2014,1.6,NA
New Jersey,Exemption,Any Exemption,2015,1.8,NA
New Jersey,Exemption,Any Exemption,2016,1.8,NA
New Jersey,Exemption,Non-Medical Exemption,2017,1.7,NA
New Jersey,Exemption,Non-Medical Exemption,2018,2,NA
New Jersey,Exemption,Non-Medical Exemption,2019,2.3,NA
New Jersey,Exemption,Non-Medical Exemption,2021,2.1,NA
New Jersey,Exemption,Non-Medical Exemption,2020,2.4,NA
New Jersey,Exemption,Medical Exemption,2022,0.1,NA
New Jersey,Exemption,Non-Medical Exemption,2022,2.5,NA
New Jersey,Exemption,Any Exemption,2010,1,NA
New Jersey,Exemption,Non-Medical Exemption,2016,1.6,NA
New Jersey,Exemption,Non-Medical Exemption,2014,1.4,NA
New Jersey,Exemption,Non-Medical Exemption,2015,1.6,NA
New Jersey,Exemption,Non-Medical Exemption,2010,0.8,NA
New Jersey,Exemption,Non-Medical Exemption,2011,NA,NA
New Jersey,Exemption,Non-Medical Exemption,2012,1.1,NA
New Jersey,Exemption,Non-Medical Exemption,2013,1.2,NA
New Jersey,Exemption,Any Exemption,2012,1.3,NA
New Jersey,Exemption,Any Exemption,2011,NA,NA
New Jersey,Exemption,Any Exemption,2017,1.9,NA
New Jersey,Exemption,Any Exemption,2018,2.2,NA
New Jersey,Exemption,Non-Medical Exemption,2025,4.6,NA
New Jersey,Exemption,Any Exemption,2025,4.7,NA
New Jersey,Exemption,Medical Exemption,2025,0.1,NA
New Jersey,Exemption,Any Exemption,2024,3.9,NA
New Jersey,Exemption,Non-Medical Exemption,2024,3.7,NA
New Jersey,Exemption,Medical Exemption,2024,0.1,NA
Massachusetts,Exemption,Medical Exemption,2014,0.4,NA
Massachusetts,Exemption,Medical Exemption,2013,0.5,NA
Massachusetts,Exemption,Medical Exemption,2012,0.4,NA
Massachusetts,Exemption,Medical Exemption,2011,NA,NA
Massachusetts,Exemption,Medical Exemption,2018,0.3,NA
Massachusetts,Exemption,Medical Exemption,2017,0.3,NA
Massachusetts,Exemption,Medical Exemption,2016,0.3,NA
Massachusetts,Exemption,Medical Exemption,2015,0.3,NA
Massachusetts,Exemption,Medical Exemption,2010,0.4,NA
Massachusetts,Exemption,Any Exemption,2019,1.4,NA
Massachusetts,Exemption,Medical Exemption,2021,0.2,NA
Massachusetts,Exemption,Medical Exemption,2019,0.3,NA
Massachusetts,Exemption,Medical Exemption,2020,0.2,NA
Massachusetts,Exemption,Any Exemption,2021,1.1,NA
Massachusetts,Exemption,Any Exemption,2020,1.3,NA
Massachusetts,Exemption,Non-Medical Exemption,2020,1.1,NA
Massachusetts,Exemption,Non-Medical Exemption,2021,0.9,NA
Massachusetts,Exemption,Non-Medical Exemption,2019,1.1,NA
Massachusetts,Exemption,Non-Medical Exemption,2018,1.1,NA
Massachusetts,Exemption,Non-Medical Exemption,2017,1,NA
Massachusetts,Exemption,Non-Medical Exemption,2022,0.9,NA
Massachusetts,Exemption,Any Exemption,2010,1.1,NA
Massachusetts,Exemption,Any Exemption,2011,NA,NA
Massachusetts,Exemption,Any Exemption,2016,1.3,NA
Massachusetts,Exemption,Any Exemption,2015,1.4,NA
Massachusetts,Exemption,Any Exemption,2014,1.5,NA
Massachusetts,Exemption,Any Exemption,2013,1.5,NA
Massachusetts,Exemption,Any Exemption,2018,1.3,NA
Massachusetts,Exemption,Any Exemption,2017,1.3,NA
Massachusetts,Exemption,Any Exemption,2012,1.4,NA
Massachusetts,Exemption,Medical Exemption,2022,0.2,NA
Massachusetts,Exemption,Non-Medical Exemption,2014,1.1,NA
Massachusetts,Exemption,Non-Medical Exemption,2012,1,NA
Massachusetts,Exemption,Non-Medical Exemption,2011,NA,NA
Massachusetts,Exemption,Non-Medical Exemption,2010,0.7,NA
Massachusetts,Exemption,Non-Medical Exemption,2015,1.1,NA
Massachusetts,Exemption,Non-Medical Exemption,2013,1.1,NA
Massachusetts,Exemption,Non-Medical Exemption,2016,1,NA
Massachusetts,Exemption,Any Exemption,2022,1,NA
Massachusetts,Exemption,Non-Medical Exemption,2025,1.3,NA
Massachusetts,Exemption,Any Exemption,2025,1.5,NA
Massachusetts,Exemption,Medical Exemption,2025,0.1,NA
Massachusetts,Exemption,Any Exemption,2024,1.4,NA
Massachusetts,Exemption,Non-Medical Exemption,2024,1.2,NA
Massachusetts,Exemption,Medical Exemption,2024,0.2,NA
North Carolina,Exemption,Medical Exemption,2022,0.1,NA
North Carolina,Exemption,Medical Exemption,2010,0.1,NA
North Carolina,Exemption,Non-Medical Exemption,2017,1.6,NA
North Carolina,Exemption,Non-Medical Exemption,2019,1.5,NA
North Carolina,Exemption,Non-Medical Exemption,2018,1.8,NA
North Carolina,Exemption,Non-Medical Exemption,2021,1.4,NA
North Carolina,Exemption,Non-Medical Exemption,2020,1.6,NA
North Carolina,Exemption,Non-Medical Exemption,2013,0.7,NA
North Carolina,Exemption,Non-Medical Exemption,2012,0.7,NA
North Carolina,Exemption,Non-Medical Exemption,2011,NA,NA
North Carolina,Exemption,Non-Medical Exemption,2010,0.7,NA
North Carolina,Exemption,Non-Medical Exemption,2015,0.9,NA
North Carolina,Exemption,Non-Medical Exemption,2014,0.9,NA
North Carolina,Exemption,Non-Medical Exemption,2016,1,NA
North Carolina,Exemption,Any Exemption,2021,1.5,NA
North Carolina,Exemption,Any Exemption,2020,1.7,NA
North Carolina,Exemption,Any Exemption,2010,0.8,NA
North Carolina,Exemption,Non-Medical Exemption,2022,1.8,NA
North Carolina,Exemption,Any Exemption,2022,1.9,NA
North Carolina,Exemption,Any Exemption,2019,1.6,NA
North Carolina,Exemption,Any Exemption,2018,2,NA
North Carolina,Exemption,Any Exemption,2017,1.8,NA
North Carolina,Exemption,Any Exemption,2016,1.1,NA
North Carolina,Exemption,Any Exemption,2015,1,NA
North Carolina,Exemption,Any Exemption,2014,1,NA
North Carolina,Exemption,Any Exemption,2013,0.8,NA
North Carolina,Exemption,Any Exemption,2011,NA,NA
North Carolina,Exemption,Any Exemption,2012,0.8,NA
North Carolina,Exemption,Any Exemption,2025,3.2,NA
North Carolina,Exemption,Non-Medical Exemption,2025,3.1,NA
North Carolina,Exemption,Medical Exemption,2025,0.1,NA
North Carolina,Exemption,Medical Exemption,2021,0.1,NA
North Carolina,Exemption,Medical Exemption,2014,0.1,NA
North Carolina,Exemption,Medical Exemption,2013,0.1,NA
North Carolina,Exemption,Medical Exemption,2012,0.2,NA
North Carolina,Exemption,Medical Exemption,2011,NA,NA
North Carolina,Exemption,Medical Exemption,2019,0.1,NA
North Carolina,Exemption,Medical Exemption,2020,0.1,NA
North Carolina,Exemption,Medical Exemption,2018,0.2,NA
North Carolina,Exemption,Medical Exemption,2017,0.1,NA
North Carolina,Exemption,Medical Exemption,2016,0.1,NA
North Carolina,Exemption,Medical Exemption,2015,0.1,NA
Arkansas,Exemption,Medical Exemption,2023,0.1,NA
Arkansas,Exemption,Any Exemption,2023,3.1,NA
Arkansas,Exemption,Non-Medical Exemption,2023,3,NA
Arkansas,Exemption,Any Exemption,2022,2.5,NA
Arkansas,Exemption,Medical Exemption,2010,0.1,NA
Arkansas,Exemption,Medical Exemption,2022,0,NA
Arkansas,Exemption,Medical Exemption,2021,0.1,NA
Arkansas,Exemption,Medical Exemption,2020,0.1,NA
Arkansas,Exemption,Medical Exemption,2013,0.1,NA
Arkansas,Exemption,Medical Exemption,2014,0.1,NA
Arkansas,Exemption,Medical Exemption,2012,0.1,NA
Arkansas,Exemption,Medical Exemption,2011,NA,NA
Arkansas,Exemption,Medical Exemption,2018,0.1,NA
Arkansas,Exemption,Medical Exemption,2017,0.1,NA
Arkansas,Exemption,Medical Exemption,2016,0.1,NA
Arkansas,Exemption,Medical Exemption,2015,0.1,NA
Arkansas,Exemption,Any Exemption,2021,2,NA
Arkansas,Exemption,Any Exemption,2020,1.9,NA
Arkansas,Exemption,Any Exemption,2019,1.8,NA
Arkansas,Exemption,Any Exemption,2010,0.6,NA
Arkansas,Exemption,Non-Medical Exemption,2022,2.5,NA
Arkansas,Exemption,Any Exemption,2011,NA,NA
Arkansas,Exemption,Non-Medical Exemption,2016,1.2,NA
Arkansas,Exemption,Non-Medical Exemption,2015,1.2,NA
Arkansas,Exemption,Non-Medical Exemption,2014,1.1,NA
Arkansas,Exemption,Non-Medical Exemption,2013,1,NA
Arkansas,Exemption,Non-Medical Exemption,2012,0.8,NA
Arkansas,Exemption,Non-Medical Exemption,2011,NA,NA
Arkansas,Exemption,Non-Medical Exemption,2010,0.5,NA
Arkansas,Exemption,Any Exemption,2018,1.7,NA
Arkansas,Exemption,Any Exemption,2017,1.4,NA
Arkansas,Exemption,Any Exemption,2016,1.3,NA
Arkansas,Exemption,Any Exemption,2015,1.3,NA
Arkansas,Exemption,Any Exemption,2014,1.2,NA
Arkansas,Exemption,Any Exemption,2013,1.1,NA
Arkansas,Exemption,Any Exemption,2012,0.9,NA
Arkansas,Exemption,Non-Medical Exemption,2021,1.9,NA
Arkansas,Exemption,Non-Medical Exemption,2020,1.9,NA
Arkansas,Exemption,Non-Medical Exemption,2019,1.8,NA
Arkansas,Exemption,Non-Medical Exemption,2018,1.6,NA
Arkansas,Exemption,Non-Medical Exemption,2017,1.3,NA
Delaware,Exemption,Any Exemption,2010,0.8,NA
Delaware,Exemption,Non-Medical Exemption,2022,1.2,NA
Delaware,Exemption,Any Exemption,2018,1.4,NA
Delaware,Exemption,Any Exemption,2017,1.2,NA
Delaware,Exemption,Any Exemption,2016,1.2,NA
Delaware,Exemption,Any Exemption,2015,1.3,NA
Delaware,Exemption,Any Exemption,2014,0.8,NA
Delaware,Exemption,Any Exemption,2013,0.7,NA
Delaware,Exemption,Any Exemption,2021,2.4,NA
Delaware,Exemption,Any Exemption,2020,NA,NA
Delaware,Exemption,Any Exemption,2022,1.2,NA
Delaware,Exemption,Any Exemption,2019,1.2,NA
Delaware,Exemption,Non-Medical Exemption,2016,1.1,NA
Delaware,Exemption,Non-Medical Exemption,2015,0.9,NA
Delaware,Exemption,Non-Medical Exemption,2014,0.7,NA
Delaware,Exemption,Non-Medical Exemption,2013,0.5,NA
Delaware,Exemption,Non-Medical Exemption,2012,0.4,NA
Delaware,Exemption,Non-Medical Exemption,2011,NA,NA
Delaware,Exemption,Non-Medical Exemption,2010,0.6,NA
Delaware,Exemption,Medical Exemption,2022,0.1,NA
Delaware,Exemption,Medical Exemption,2021,0.1,NA
Delaware,Exemption,Medical Exemption,2019,0.3,NA
Delaware,Exemption,Medical Exemption,2020,NR,NA
Delaware,Exemption,Any Exemption,2012,0.6,NA
Delaware,Exemption,Any Exemption,2011,NA,NA
Delaware,Exemption,Non-Medical Exemption,2020,NA,NA
Delaware,Exemption,Non-Medical Exemption,2021,2.4,NA
Delaware,Exemption,Non-Medical Exemption,2019,1,NA
Delaware,Exemption,Non-Medical Exemption,2018,1.3,NA
Delaware,Exemption,Non-Medical Exemption,2017,1.2,NA
Delaware,Exemption,Medical Exemption,2018,0.1,NA
Delaware,Exemption,Medical Exemption,2017,0.1,NA
Delaware,Exemption,Medical Exemption,2016,0.1,NA
Delaware,Exemption,Medical Exemption,2015,0.4,NA
Delaware,Exemption,Medical Exemption,2014,0.1,NA
Delaware,Exemption,Medical Exemption,2013,0.2,NA
Delaware,Exemption,Medical Exemption,2012,0.2,NA
Delaware,Exemption,Medical Exemption,2011,NA,NA
Delaware,Exemption,Medical Exemption,2010,0.2,NA
Alaska,Vote,Republican,2024,54.6,"184,407"
Alaska,Vote,Democrat,2024,41.4,"139,690"
Alaska,Vote,Other,2024,1.7,"5,664"
Alaska,Vote,Other,2024,0.9,"3,040"
Alaska,Vote,Other,2024,0.7,"2,337"
Alaska,Vote,Other,2024,0.3,"1,124"
Alaska,Vote,Other,2024,0.2,812
Alaska,Vote,Other,2024,0.2,702
Alabama,Vote,Republican,2024,64.6,"1,462,616"
Alabama,Vote,Democrat,2024,34.1,"772,412"
