NAME,data_type,type,year,percent,Vot
Tennessee,Exemption,Non-Medical Exemption,2025,3.7,NA
Tennessee,Exemption,Medical Exemption,2025,0.1,NA
West Virginia,Exemption,Any Exemption,2023,0,NA
West Virginia,Exemption,Medical Exemption,2023,0,NA
Oklahoma,Exemption,Non-Medical Exemption,2023,4.3,NA
Oklahoma,Exemption,Medical Exemption,2023,0.4,NA
Oklahoma,Exemption,Any Exemption,2023,4.7,NA
New Hampshire,Exemption,Medical Exemption,2023,0.1,NA
New Hampshire,Exemption,Non-Medical Exemption,2023,3.2,NA
New Hampshire,Exemption,Any Exemption,2023,3.4,NA
Florida,Exemption,Any Exemption,2023,4.5,NA
Florida,Exemption,Medical Exemption,2023,0.4,NA
Florida,Exemption,Non-Medical Exemption,2023,4.1,NA
Florida,Exemption,Any Exemption,2025,5.1,NA
Florida,Exemption,Non-Medical Exemption,2025,4.8,NA
Florida,Exemption,Medical Exemption,2025,0.3,NA
Florida,Exemption,Any Exemption,2024,4.8,NA
Florida,Exemption,Non-Medical Exemption,2024,4.5,NA
Florida,Exemption,Medical Exemption,2024,0.3,NA
Nevada,Exemption,Any Exemption,2023,5.6,NA
Nevada,Exemption,Non-Medical Exemption,2023,5.2,NA
Nevada,Exemption,Medical Exemption,2023,0.4,NA
Indiana,Exemption,Medical Exemption,2011,NA,NA
Indiana,Exemption,Medical Exemption,2012,0.2,NA
Indiana,Exemption,Medical Exemption,2013,0.4,NA
Indiana,Exemption,Medical Exemption,2014,0.4,NA
Indiana,Exemption,Medical Exemption,2015,0.5,NA
Indiana,Exemption,Medical Exemption,2016,0.5,NA
Indiana,Exemption,Medical Exemption,2017,0.1,NA
Indiana,Exemption,Medical Exemption,2018,0.2,NA
Indiana,Exemption,Any Exemption,2020,2.2,NA
Indiana,Exemption,Any Exemption,2021,1.9,NA
Indiana,Exemption,Any Exemption,2022,2.4,NA
Indiana,Exemption,Any Exemption,2012,1.2,NA
Indiana,Exemption,Any Exemption,2013,1.3,NA
Indiana,Exemption,Any Exemption,2014,1.2,NA
Indiana,Exemption,Any Exemption,2015,1.1,NA
Indiana,Exemption,Any Exemption,2016,1.2,NA
Indiana,Exemption,Any Exemption,2017,1,NA
Indiana,Exemption,Any Exemption,2018,0.9,NA
Indiana,Exemption,Non-Medical Exemption,2016,1.1,NA
Indiana,Exemption,Non-Medical Exemption,2014,0.8,NA
Indiana,Exemption,Non-Medical Exemption,2015,0.8,NA
Indiana,Exemption,Non-Medical Exemption,2010,0.8,NA
Indiana,Exemption,Non-Medical Exemption,2011,NA,NA
Indiana,Exemption,Non-Medical Exemption,2012,0.9,NA
Indiana,Exemption,Non-Medical Exemption,2013,0.9,NA
Indiana,Exemption,Non-Medical Exemption,2017,0.8,NA
Indiana,Exemption,Non-Medical Exemption,2018,0.7,NA
Indiana,Exemption,Non-Medical Exemption,2019,1,NA
Indiana,Exemption,Non-Medical Exemption,2021,1.7,NA
Indiana,Exemption,Non-Medical Exemption,2020,1.9,NA
Indiana,Exemption,Any Exemption,2011,NA,NA
Indiana,Exemption,Any Exemption,2010,1.1,NA
Indiana,Exemption,Non-Medical Exemption,2022,2.2,NA
Indiana,Exemption,Medical Exemption,2020,0.2,NA
Indiana,Exemption,Medical Exemption,2019,0.3,NA
Indiana,Exemption,Medical Exemption,2021,0.2,NA
Indiana,Exemption,Medical Exemption,2022,0.2,NA
Indiana,Exemption,Medical Exemption,2010,0.3,NA
Indiana,Exemption,Any Exemption,2019,1.3,NA
Indiana,Exemption,Medical Exemption,2025,0.1,NA
Indiana,Exemption,Non-Medical Exemption,2025,2.6,NA
Indiana,Exemption,Any Exemption,2025,2.6,NA
Indiana,Exemption,Medical Exemption,2024,0.1,NA
Indiana,Exemption,Non-Medical Exemption,2024,2.4,NA
Indiana,Exemption,Any Exemption,2024,2.4,NA
Kansas,Exemption,Non-Medical Exemption,2017,1.5,NA
Kansas,Exemption,Non-Medical Exemption,2018,1.4,NA
Kansas,Exemption,Non-Medical Exemption,2019,1.8,NA
Kansas,Exemption,Non-Medical Exemption,2021,1.8,NA
Kansas,Exemption,Non-Medical Exemption,2020,1.9,NA
Kansas,Exemption,Non-Medical Exemption,2016,1.4,NA
Kansas,Exemption,Non-Medical Exemption,2014,1.9,NA
Kansas,Exemption,Non-Medical Exemption,2015,1.1,NA
Kansas,Exemption,Non-Medical Exemption,2010,0.8,NA
Kansas,Exemption,Non-Medical Exemption,2011,NA,NA
Kansas,Exemption,Non-Medical Exemption,2012,0.9,NA
Kansas,Exemption,Non-Medical Exemption,2013,0.9,NA
Kansas,Exemption,Any Exemption,2020,2.1,NA
Kansas,Exemption,Any Exemption,2021,2,NA
Kansas,Exemption,Any Exemption,2011,NA,NA
Kansas,Exemption,Any Exemption,2010,1,NA
Kansas,Exemption,Non-Medical Exemption,2022,2.1,NA
Kansas,Exemption,Any Exemption,2013,1.1,NA
Kansas,Exemption,Any Exemption,2014,2.6,NA
Kansas,Exemption,Any Exemption,2015,1.4,NA
Kansas,Exemption,Any Exemption,2016,1.6,NA
Kansas,Exemption,Any Exemption,2017,1.8,NA
Kansas,Exemption,Any Exemption,2018,1.7,NA
Kansas,Exemption,Any Exemption,2019,2.1,NA
Kansas,Exemption,Any Exemption,2022,2.3,NA
Kansas,Exemption,Any Exemption,2012,1.3,NA
Kansas,Exemption,Medical Exemption,2020,0.3,NA
Kansas,Exemption,Medical Exemption,2019,0.3,NA
Kansas,Exemption,Medical Exemption,2021,0.2,NA
Kansas,Exemption,Medical Exemption,2022,0.2,NA
Kansas,Exemption,Medical Exemption,2011,NA,NA
Kansas,Exemption,Medical Exemption,2012,0.3,NA
Kansas,Exemption,Medical Exemption,2013,0.3,NA
Kansas,Exemption,Medical Exemption,2014,0.8,NA
Kansas,Exemption,Medical Exemption,2015,0.3,NA
Kansas,Exemption,Medical Exemption,2016,0.2,NA
Kansas,Exemption,Medical Exemption,2017,0.3,NA
Kansas,Exemption,Medical Exemption,2018,0.3,NA
Kansas,Exemption,Medical Exemption,2010,0.2,NA
Kansas,Exemption,Medical Exemption,2025,0.3,NA
Kansas,Exemption,Non-Medical Exemption,2025,3.3,NA
Kansas,Exemption,Any Exemption,2025,3.6,NA
Kansas,Exemption,Medical Exemption,2024,0.3,NA
Kansas,Exemption,Non-Medical Exemption,2024,2.7,NA
Kansas,Exemption,Any Exemption,2024,3,NA
Washington,Exemption,Any Exemption,2013,4.6,NA
Washington,Exemption,Any Exemption,2014,4.7,NA
Washington,Exemption,Any Exemption,2015,4.6,NA
Washington,Exemption,Any Exemption,2016,4.5,NA
Washington,Exemption,Any Exemption,2017,4.8,NA
Washington,Exemption,Any Exemption,2018,4.7,NA
Washington,Exemption,Any Exemption,2012,4.7,NA
Washington,Exemption,Any Exemption,2011,NA,NA
Washington,Exemption,Non-Medical Exemption,2022,2.5,NA
Washington,Exemption,Any Exemption,2010,6.2,NA
Washington,Exemption,Medical Exemption,2022,0.5,NA
Washington,Exemption,Non-Medical Exemption,2010,5.7,NA
Washington,Exemption,Non-Medical Exemption,2011,NA,NA
Washington,Exemption,Non-Medical Exemption,2012,4.2,NA
Washington,Exemption,Non-Medical Exemption,2013,3.5,NA
Washington,Exemption,Non-Medical Exemption,2014,3.6,NA
Washington,Exemption,Non-Medical Exemption,2015,3.5,NA
Washington,Exemption,Non-Medical Exemption,2016,3.6,NA
Washington,Exemption,Any Exemption,2019,5,NA
Washington,Exemption,Non-Medical Exemption,2017,4,NA
Washington,Exemption,Non-Medical Exemption,2021,2.1,NA
Washington,Exemption,Non-Medical Exemption,2020,5,NA
Washington,Exemption,Non-Medical Exemption,2019,4.5,NA
Washington,Exemption,Non-Medical Exemption,2018,3.9,NA
Washington,Exemption,Medical Exemption,2015,1.2,NA
Washington,Exemption,Medical Exemption,2016,1,NA
Washington,Exemption,Medical Exemption,2017,0.9,NA
Washington,Exemption,Medical Exemption,2018,0.7,NA
Washington,Exemption,Medical Exemption,2019,0.8,NA
Washington,Exemption,Medical Exemption,2020,0.7,NA
Washington,Exemption,Medical Exemption,2021,0.5,NA
Washington,Exemption,Medical Exemption,2010,0.4,NA
Washington,Exemption,Medical Exemption,2012,0.5,NA
Washington,Exemption,Medical Exemption,2011,NA,NA
Washington,Exemption,Medical Exemption,2013,1.2,NA
Washington,Exemption,Medical Exemption,2014,1.2,NA
Washington,Exemption,Any Exemption,2021,3.3,NA
Washington,Exemption,Any Exemption,2020,4.6,NA
Washington,Exemption,Any Exemption,2025,4.8,NA
Washington,Exemption,Non-Medical Exemption,2025,3.9,NA
Washington,Exemption,Medical Exemption,2025,0.4,NA
Washington,Exemption,Any Exemption,2024,4.8,NA
Washington,Exemption,Non-Medical Exemption,2024,3.9,NA
Washington,Exemption,Medical Exemption,2024,0.4,NA
Washington,Exemption,Any Exemption,2022,3.7,NA
Pennsylvania,Exemption,Non-Medical Exemption,2023,3.5,NA
Pennsylvania,Exemption,Medical Exemption,2023,0.4,NA
Pennsylvania,Exemption,Any Exemption,2023,3.8,NA
Washington,Exemption,Non-Medical Exemption,2023,3.2,NA
Washington,Exemption,Medical Exemption,2023,0.4,NA
Washington,Exemption,Any Exemption,2023,4,NA
California,Exemption,Medical Exemption,2023,0.2,NA
California,Exemption,Any Exemption,2023,0.2,NA
California,Exemption,Any Exemption,2022,0.2,NA
California,Exemption,Any Exemption,2020,0.8,NA
California,Exemption,Any Exemption,2021,0.5,NA
California,Exemption,Medical Exemption,2020,0.8,NA
California,Exemption,Medical Exemption,2019,0.6,NA
California,Exemption,Medical Exemption,2021,0.5,NA
California,Exemption,Medical Exemption,2022,0.3,NA
California,Exemption,Any Exemption,2012,2.6,NA
California,Exemption,Any Exemption,2013,3,NA
California,Exemption,Any Exemption,2014,3.3,NA
California,Exemption,Any Exemption,2015,2.7,NA
California,Exemption,Any Exemption,2016,2.5,NA
California,Exemption,Any Exemption,2017,1.1,NA
California,Exemption,Any Exemption,2018,0.7,NA
California,Exemption,Any Exemption,2010,2.2,NA
California,Exemption,Any Exemption,2011,NA,NA
California,Exemption,Medical Exemption,2010,0.2,NA
California,Exemption,Medical Exemption,2011,NA,NA
California,Exemption,Medical Exemption,2012,0.2,NA
California,Exemption,Medical Exemption,2013,0.2,NA
California,Exemption,Medical Exemption,2014,0.2,NA
California,Exemption,Medical Exemption,2015,0.2,NA
California,Exemption,Medical Exemption,2016,0.2,NA
California,Exemption,Medical Exemption,2017,0.5,NA
California,Exemption,Medical Exemption,2018,0.7,NA
California,Exemption,Non-Medical Exemption,2017,0.6,NA
California,Exemption,Non-Medical Exemption,2019,NA,NA
California,Exemption,Non-Medical Exemption,2020,NA,NA
California,Exemption,Non-Medical Exemption,2010,2,NA
California,Exemption,Non-Medical Exemption,2011,NA,NA
California,Exemption,Non-Medical Exemption,2012,2.4,NA
California,Exemption,Non-Medical Exemption,2013,2.8,NA
California,Exemption,Non-Medical Exemption,2014,3.1,NA
California,Exemption,Non-Medical Exemption,2015,2.5,NA
California,Exemption,Non-Medical Exemption,2016,2.4,NA
California,Exemption,Any Exemption,2019,0.6,NA
North Dakota,Exemption,Non-Medical Exemption,2023,4.9,NA
North Dakota,Exemption,Medical Exemption,2023,0.2,NA
North Dakota,Exemption,Any Exemption,2023,5.1,NA
North Dakota,Exemption,Non-Medical Exemption,2022,5.1,NA
North Dakota,Exemption,Any Exemption,2010,0.8,NA
North Dakota,Exemption,Medical Exemption,2025,0.2,NA
North Dakota,Exemption,Non-Medical Exemption,2025,6.7,NA
North Dakota,Exemption,Any Exemption,2025,7,NA
North Dakota,Exemption,Medical Exemption,2024,0.2,NA
North Dakota,Exemption,Non-Medical Exemption,2024,6.3,NA
North Dakota,Exemption,Any Exemption,2024,6.5,NA
North Dakota,Exemption,Any Exemption,2019,4.3,NA
North Dakota,Exemption,Any Exemption,2020,3.9,NA
North Dakota,Exemption,Any Exemption,2021,4.2,NA
North Dakota,Exemption,Medical Exemption,2022,0.3,NA
North Dakota,Exemption,Non-Medical Exemption,2020,3.6,NA
North Dakota,Exemption,Non-Medical Exemption,2021,4,NA
North Dakota,Exemption,Non-Medical Exemption,2018,3.1,NA
North Dakota,Exemption,Non-Medical Exemption,2019,3.9,NA
North Dakota,Exemption,Non-Medical Exemption,2017,3.1,NA
North Dakota,Exemption,Any Exemption,2022,5.3,NA
North Dakota,Exemption,Any Exemption,2012,1,NA
North Dakota,Exemption,Any Exemption,2011,NA,NA
North Dakota,Exemption,Any Exemption,2013,1.8,NA
North Dakota,Exemption,Any Exemption,2014,2.7,NA
North Dakota,Exemption,Any Exemption,2015,2.7,NA
North Dakota,Exemption,Any Exemption,2016,3.3,NA
North Dakota,Exemption,Any Exemption,2017,3.4,NA
North Dakota,Exemption,Any Exemption,2018,3.4,NA
North Dakota,Exemption,Medical Exemption,2015,0.3,NA
North Dakota,Exemption,Medical Exemption,2016,0.3,NA
North Dakota,Exemption,Medical Exemption,2017,0.2,NA
North Dakota,Exemption,Medical Exemption,2018,0.3,NA
North Dakota,Exemption,Medical Exemption,2020,0.3,NA
North Dakota,Exemption,Medical Exemption,2019,0.3,NA
North Dakota,Exemption,Medical Exemption,2021,0.2,NA
North Dakota,Exemption,Medical Exemption,2011,NA,NA
North Dakota,Exemption,Medical Exemption,2012,0.1,NA
North Dakota,Exemption,Medical Exemption,2013,0.1,NA
North Dakota,Exemption,Medical Exemption,2014,0.3,NA
North Dakota,Exemption,Medical Exemption,2010,NA,NA
North Dakota,Exemption,Non-Medical Exemption,2016,3,NA
North Dakota,Exemption,Non-Medical Exemption,2014,2.3,NA
North Dakota,Exemption,Non-Medical Exemption,2015,2.4,NA
North Dakota,Exemption,Non-Medical Exemption,2010,0.8,NA
North Dakota,Exemption,Non-Medical Exemption,2011,NA,NA
North Dakota,Exemption,Non-Medical Exemption,2012,1,NA
North Dakota,Exemption,Non-Medical Exemption,2013,1.8,NA
Illinois,Exemption,Any Exemption,2023,2.1,NA
Illinois,Exemption,Medical Exemption,2023,0.2,NA
Illinois,Exemption,Non-Medical Exemption,2023,1.9,NA
Florida,Exemption,Any Exemption,2019,3.2,NA
Florida,Exemption,Any Exemption,2011,NA,NA
Florida,Exemption,Non-Medical Exemption,2016,1.9,NA
Florida,Exemption,Non-Medical Exemption,2015,1.8,NA
Florida,Exemption,Non-Medical Exemption,2014,1.7,NA
Florida,Exemption,Non-Medical Exemption,2013,1.4,NA
Florida,Exemption,Non-Medical Exemption,2012,1.2,NA
Florida,Exemption,Non-Medical Exemption,2011,NA,NA
Florida,Exemption,Non-Medical Exemption,2010,1,NA
Florida,Exemption,Any Exemption,2010,1.3,NA
Florida,Exemption,Non-Medical Exemption,2022,3.5,NA
Florida,Exemption,Non-Medical Exemption,2020,3,NA
Florida,Exemption,Non-Medical Exemption,2021,2.7,NA
Florida,Exemption,Non-Medical Exemption,2019,2.9,NA
Florida,Exemption,Non-Medical Exemption,2018,2.4,NA
Florida,Exemption,Non-Medical Exemption,2017,2.1,NA
Florida,Exemption,Medical Exemption,2010,0.3,NA
Florida,Exemption,Any Exemption,2012,1.5,NA
Florida,Exemption,Any Exemption,2018,2.9,NA
Florida,Exemption,Any Exemption,2017,2.5,NA
Florida,Exemption,Any Exemption,2016,2.2,NA
Florida,Exemption,Any Exemption,2015,2.1,NA
Florida,Exemption,Any Exemption,2014,2,NA
Florida,Exemption,Any Exemption,2013,1.8,NA
Florida,Exemption,Any Exemption,2021,3.1,NA
Florida,Exemption,Any Exemption,2020,3.4,NA
Florida,Exemption,Any Exemption,2022,3.9,NA
Florida,Exemption,Medical Exemption,2022,0.4,NA
Florida,Exemption,Medical Exemption,2014,0.3,NA
Florida,Exemption,Medical Exemption,2013,0.4,NA
Florida,Exemption,Medical Exemption,2012,0.3,NA
Florida,Exemption,Medical Exemption,2011,NA,NA
Florida,Exemption,Medical Exemption,2021,0.4,NA
Florida,Exemption,Medical Exemption,2019,0.4,NA
Florida,Exemption,Medical Exemption,2020,0.4,NA
Florida,Exemption,Medical Exemption,2018,0.5,NA
Florida,Exemption,Medical Exemption,2017,0.4,NA
Florida,Exemption,Medical Exemption,2016,0.3,NA
Florida,Exemption,Medical Exemption,2015,0.3,NA
Illinois,Exemption,Any Exemption,2019,1.8,NA
Illinois,Exemption,Any Exemption,2022,1.7,NA
Illinois,Exemption,Any Exemption,2010,NA,NA
Illinois,Exemption,Any Exemption,2021,NR,NA
Illinois,Exemption,Any Exemption,2020,2,NA
Illinois,Exemption,Any Exemption,2012,5.5,NA
Illinois,Exemption,Non-Medical Exemption,2016,1.1,NA
Illinois,Exemption,Any Exemption,2011,NA,NA
Illinois,Exemption,Non-Medical Exemption,2015,1.1,NA
Illinois,Exemption,Non-Medical Exemption,2014,1,NA
Illinois,Exemption,Non-Medical Exemption,2013,4.8,NA
Illinois,Exemption,Non-Medical Exemption,2012,4.5,NA
Illinois,Exemption,Non-Medical Exemption,2011,NA,NA
Illinois,Exemption,Non-Medical Exemption,2010,NA,NA
Illinois,Exemption,Non-Medical Exemption,2020,1.7,NA
Illinois,Exemption,Non-Medical Exemption,2021,NR,NA
Illinois,Exemption,Non-Medical Exemption,2019,1.5,NA
Illinois,Exemption,Non-Medical Exemption,2018,1.4,NA
Illinois,Exemption,Non-Medical Exemption,2017,NA,NA
Illinois,Exemption,Any Exemption,2018,1.6,NA
Illinois,Exemption,Any Exemption,2017,1.4,NA
Illinois,Exemption,Any Exemption,2016,1.4,NA
Illinois,Exemption,Any Exemption,2015,1.4,NA
Illinois,Exemption,Any Exemption,2014,1.3,NA
Illinois,Exemption,Any Exemption,2013,6.1,NA
Illinois,Exemption,Medical Exemption,2010,NA,NA
Illinois,Exemption,Medical Exemption,2021,NR,NA
Illinois,Exemption,Medical Exemption,2019,0.2,NA
Illinois,Exemption,Medical Exemption,2020,0.3,NA
Illinois,Exemption,Medical Exemption,2018,0.2,NA
Illinois,Exemption,Medical Exemption,2017,0.2,NA
Illinois,Exemption,Medical Exemption,2016,0.2,NA
Illinois,Exemption,Medical Exemption,2015,0.3,NA
Illinois,Exemption,Medical Exemption,2014,0.3,NA
Illinois,Exemption,Medical Exemption,2013,1.2,NA
Illinois,Exemption,Medical Exemption,2012,1.1,NA
Illinois,Exemption,Medical Exemption,2011,NA,NA
Illinois,Exemption,Any Exemption,2025,2.8,NA
Illinois,Exemption,Non-Medical Exemption,2025,2.5,NA
Illinois,Exemption,Medical Exemption,2025,0.3,NA
Illinois,Exemption,Any Exemption,2024,2.5,NA
Illinois,Exemption,Non-Medical Exemption,2024,2.3,NA
Illinois,Exemption,Medical Exemption,2024,0.3,NA
Colorado,Exemption,Any Exemption,2024,4.2,NA
Colorado,Exemption,Non-Medical Exemption,2024,4,NA
Colorado,Exemption,Medical Exemption,2024,0.2,NA
Colorado,Exemption,Any Exemption,2025,4.2,NA
Colorado,Exemption,Non-Medical Exemption,2025,4.1,NA
Colorado,Exemption,Medical Exemption,2025,0.2,NA
South Carolina,Exemption,Medical Exemption,2022,0.2,NA
South Carolina,Exemption,Medical Exemption,2012,0.1,NA
South Carolina,Exemption,Medical Exemption,2011,NA,NA
South Carolina,Exemption,Medical Exemption,2013,NA,NA
South Carolina,Exemption,Medical Exemption,2014,0.1,NA
South Carolina,Exemption,Medical Exemption,2019,0.2,NA
South Carolina,Exemption,Medical Exemption,2020,0.2,NA
South Carolina,Exemption,Medical Exemption,2021,0.2,NA
South Carolina,Exemption,Non-Medical Exemption,2010,0.6,NA
South Carolina,Exemption,Non-Medical Exemption,2011,NA,NA
South Carolina,Exemption,Non-Medical Exemption,2012,1,NA
South Carolina,Exemption,Non-Medical Exemption,2013,NA,NA
South Carolina,Exemption,Non-Medical Exemption,2014,1.2,NA
South Carolina,Exemption,Non-Medical Exemption,2015,1,NA
South Carolina,Exemption,Non-Medical Exemption,2016,1.6,NA
South Carolina,Exemption,Medical Exemption,2010,0.3,NA
South Carolina,Exemption,Any Exemption,2019,2.6,NA
South Carolina,Exemption,Non-Medical Exemption,2021,2.3,NA
South Carolina,Exemption,Non-Medical Exemption,2020,2.5,NA
South Carolina,Exemption,Non-Medical Exemption,2019,2.4,NA
South Carolina,Exemption,Non-Medical Exemption,2018,1.8,NA
South Carolina,Exemption,Non-Medical Exemption,2017,1.9,NA
South Carolina,Exemption,Any Exemption,2021,2.4,NA
South Carolina,Exemption,Any Exemption,2020,2.6,NA
South Carolina,Exemption,Any Exemption,2022,3.4,NA
South Carolina,Exemption,Any Exemption,2013,NA,NA
South Carolina,Exemption,Any Exemption,2014,1.4,NA
South Carolina,Exemption,Any Exemption,2015,1.2,NA
South Carolina,Exemption,Any Exemption,2016,1.6,NA
South Carolina,Exemption,Any Exemption,2017,2,NA
South Carolina,Exemption,Any Exemption,2018,2,NA
South Carolina,Exemption,Non-Medical Exemption,2022,3.2,NA
South Carolina,Exemption,Any Exemption,2010,0.8,NA
South Carolina,Exemption,Any Exemption,2012,1.1,NA
South Carolina,Exemption,Any Exemption,2011,NA,NA
South Carolina,Exemption,Any Exemption,2025,4.6,NA
South Carolina,Exemption,Non-Medical Exemption,2025,4.5,NA
South Carolina,Exemption,Medical Exemption,2025,0.1,NA
South Carolina,Exemption,Any Exemption,2024,4.4,NA
South Carolina,Exemption,Non-Medical Exemption,2024,4.2,NA
South Carolina,Exemption,Medical Exemption,2024,0.2,NA
California,Exemption,Medical Exemption,2025,0.1,NA
California,Exemption,Any Exemption,2025,0.1,NA
California,Exemption,Medical Exemption,2024,0.1,NA
California,Exemption,Any Exemption,2024,0.1,NA
Delaware,Exemption,Any Exemption,2023,2.1,NA
Delaware,Exemption,Medical Exemption,2023,0.1,NA
Delaware,Exemption,Non-Medical Exemption,2023,2,NA
Delaware,Exemption,Any Exemption,2024,2.5,NA
Delaware,Exemption,Non-Medical Exemption,2024,2.4,NA
Delaware,Exemption,Medical Exemption,2024,0.1,NA
Delaware,Exemption,Any Exemption,2025,2.6,NA
Delaware,Exemption,Non-Medical Exemption,2025,2.6,NA
Delaware,Exemption,Medical Exemption,2025,0.1,NA
Texas,Exemption,Non-Medical Exemption,2016,1.4,NA
Texas,Exemption,Non-Medical Exemption,2017,1.6,NA
Texas,Exemption,Non-Medical Exemption,2018,1.8,NA
Texas,Exemption,Non-Medical Exemption,2019,2.2,NA
Texas,Exemption,Non-Medical Exemption,2020,2.2,NA
Texas,Exemption,Non-Medical Exemption,2021,2.1,NA
Texas,Exemption,Non-Medical Exemption,2015,1.3,NA
Texas,Exemption,Non-Medical Exemption,2014,1.4,NA
Texas,Exemption,Non-Medical Exemption,2013,1.2,NA
Texas,Exemption,Non-Medical Exemption,2012,1,NA
Texas,Exemption,Non-Medical Exemption,2011,NA,NA
Texas,Exemption,Non-Medical Exemption,2010,0.8,NA
Texas,Exemption,Medical Exemption,2022,0.2,NA
Texas,Exemption,Any Exemption,2020,2.5,NA
Texas,Exemption,Any Exemption,2021,2.3,NA
Texas,Exemption,Any Exemption,2022,2.9,NA
Texas,Exemption,Any Exemption,2016,1.6,NA
Texas,Exemption,Any Exemption,2015,1.4,NA
Texas,Exemption,Any Exemption,2013,NA,NA
Texas,Exemption,Any Exemption,2013,NA,NA
Texas,Exemption,Any Exemption,2011,NA,NA
Texas,Exemption,Any Exemption,2012,1.5,NA
Texas,Exemption,Any Exemption,2010,NA,NA
Texas,Exemption,Non-Medical Exemption,2022,2.7,NA
Texas,Exemption,Any Exemption,2018,2,NA
Texas,Exemption,Any Exemption,2017,1.8,NA
Texas,Exemption,Medical Exemption,2024,0.2,NA
Texas,Exemption,Non-Medical Exemption,2024,3.6,NA
Texas,Exemption,Any Exemption,2024,3.9,NA
Texas,Exemption,Medical Exemption,2025,0.3,NA
Texas,Exemption,Non-Medical Exemption,2025,4,NA
Texas,Exemption,Any Exemption,2025,4.3,NA
Texas,Exemption,Any Exemption,2019,2.4,NA
Texas,Exemption,Medical Exemption,2021,0.2,NA
Texas,Exemption,Medical Exemption,2020,0.2,NA
Texas,Exemption,Medical Exemption,2019,0.2,NA
Texas,Exemption,Medical Exemption,2018,0.2,NA
Texas,Exemption,Medical Exemption,2017,0.2,NA
Texas,Exemption,Medical Exemption,2016,0.2,NA
Texas,Exemption,Medical Exemption,2015,0.1,NA
Texas,Exemption,Medical Exemption,2013,NA,NA
Texas,Exemption,Medical Exemption,2013,NA,NA
Texas,Exemption,Medical Exemption,2011,NA,NA
Texas,Exemption,Medical Exemption,2012,0.5,NA
Texas,Exemption,Medical Exemption,2010,NA,NA
Texas,Exemption,Any Exemption,2023,3.5,NA
Oklahoma,Exemption,Medical Exemption,2022,0.2,NA
Oklahoma,Exemption,Medical Exemption,2015,0.1,NA
Oklahoma,Exemption,Medical Exemption,2016,0.1,NA
Oklahoma,Exemption,Medical Exemption,2017,0.2,NA
Oklahoma,Exemption,Medical Exemption,2018,0.2,NA
Oklahoma,Exemption,Non-Medical Exemption,2014,1.4,NA
Oklahoma,Exemption,Non-Medical Exemption,2015,1.4,NA
Oklahoma,Exemption,Non-Medical Exemption,2010,0.9,NA
Oklahoma,Exemption,Non-Medical Exemption,2011,NA,NA
Oklahoma,Exemption,Non-Medical Exemption,2012,1,NA
Oklahoma,Exemption,Non-Medical Exemption,2013,1.2,NA
Oklahoma,Exemption,Medical Exemption,2010,0.2,NA
Oklahoma,Exemption,Non-Medical Exemption,2020,2.5,NA
Oklahoma,Exemption,Non-Medical Exemption,2021,2.3,NA
Oklahoma,Exemption,Non-Medical Exemption,2018,1.8,NA
Oklahoma,Exemption,Non-Medical Exemption,2019,2.5,NA
Oklahoma,Exemption,Non-Medical Exemption,2017,1.7,NA
Oklahoma,Exemption,Any Exemption,2022,3.5,NA
Oklahoma,Exemption,Any Exemption,2019,2.6,NA
Oklahoma,Exemption,Any Exemption,2020,2.7,NA
Oklahoma,Exemption,Any Exemption,2021,2.4,NA
Oklahoma,Exemption,Non-Medical Exemption,2022,3.3,NA
Oklahoma,Exemption,Any Exemption,2010,1.1,NA
Oklahoma,Exemption,Any Exemption,2013,1.3,NA
Oklahoma,Exemption,Any Exemption,2014,1.5,NA
Oklahoma,Exemption,Any Exemption,2015,1.5,NA
Oklahoma,Exemption,Any Exemption,2016,1.6,NA
Oklahoma,Exemption,Any Exemption,2017,1.9,NA
Oklahoma,Exemption,Any Exemption,2018,2.2,NA
Oklahoma,Exemption,Any Exemption,2012,1.1,NA
Oklahoma,Exemption,Any Exemption,2011,NA,NA
Oklahoma,Exemption,Medical Exemption,2020,0.1,NA
Oklahoma,Exemption,Medical Exemption,2019,0.1,NA
Oklahoma,Exemption,Medical Exemption,2021,0.2,NA
Oklahoma,Exemption,Medical Exemption,2011,NA,NA
Oklahoma,Exemption,Medical Exemption,2012,0.2,NA
Oklahoma,Exemption,Medical Exemption,2013,0.1,NA
Oklahoma,Exemption,Medical Exemption,2014,0.1,NA
Oklahoma,Exemption,Non-Medical Exemption,2016,1.5,NA
Oklahoma,Exemption,Medical Exemption,2025,0.3,NA
Oklahoma,Exemption,Non-Medical Exemption,2025,5.4,NA
Oklahoma,Exemption,Any Exemption,2025,5.7,NA
Oklahoma,Exemption,Medical Exemption,2024,0.2,NA
Oklahoma,Exemption,Non-Medical Exemption,2024,5.5,NA
Oklahoma,Exemption,Any Exemption,2024,5.7,NA
Wisconsin,Exemption,Medical Exemption,2023,0.5,NA
Wisconsin,Exemption,Non-Medical Exemption,2023,6.7,NA
Wisconsin,Exemption,Any Exemption,2023,7.2,NA
Colorado,Exemption,Any Exemption,2023,4.3,NA
Colorado,Exemption,Medical Exemption,2023,0.3,NA
Colorado,Exemption,Non-Medical Exemption,2023,4,NA
Colorado,Exemption,Medical Exemption,2022,0.1,NA
Colorado,Exemption,Medical Exemption,2021,0.2,NA
Colorado,Exemption,Medical Exemption,2019,0.2,NA
